-5035;4975;-2032
3694;517;-664
-3410;-4171;-4723
2134;-4477;3211
4079;659;4537
-2698;3143;1169
1204;2755;-2809
4909;1937;4532
-1573;-1401;-3121
-1531;-4012;-5063
-1631;2673;4936
-726;-474;1539
-1776;2531;-2933
-4658;3988;-3902
3352;-3599;-1809
-2255;2116;3559
2745;1156;3272
4146;-4359;4289
5057;1845;-1832
-3418;-3580;-2489
-4545;1481;4113
3885;3871;-1361
4233;-1653;4615
3676;-4219;-3282
-4738;-452;833
-4529;-4950;1494
-785;-3938;1061
-793;-4357;-2729
4768;1592;-2849
-797;4766;3243
-4385;-3395;-3284
-4446;1189;1196
-4732;1809;496
-5069;-1780;-4220
-573;-2208;-2826
479;1620;-1047
1814;2023;-1998
-4677;4555;-5067
917;-1197;3699
-2993;-3203;-4300
-4726;1611;28
878;4523;1499
1471;-3580;3997
3116;2183;-3256
2057;-409;1857
383;-646;5039
2180;-3436;-4083
-835;-1922;-3070
1398;90;4642
3831;3532;148
-4033;-5002;1498
-2034;-2079;534
809;-2539;4609
-3838;-4690;-2553
1393;-337;-4288
4888;2617;3638
270;2846;1658
-1502;1077;5089
-1784;-4084;-3752
-3834;4375;-1799
3858;-1460;2248
-2787;-1632;-4015
-2466;1746;-3687
-1804;-2451;4467
4706;-4240;-1564
4546;-1600;1167
27;3779;-237
1454;4801;-4085
-312;-4868;-3052
909;2580;-3769
-4059;951;351
-2988;-1115;794
1727;3955;4849
-4693;3496;988
-4956;-3519;4628
-37;-1612;-2999
178;4482;2174
3197;-3840;1627
79;884;2502
-1566;-3160;-4958
-2349;1491;-408
-2582;1152;56
3681;-4448;996
-1356;-4483;3194
-1249;2569;2423
2052;-1614;-4839
-1669;4863;708
-2337;-4151;4248
-1453;1202;4712
3390;2849;4473
-1850;-280;-1579
3863;-2257;-2101
-2203;2598;-2704
2510;-605;2586
1597;4498;1843
570;4957;-3947
-3503;-4812;4993
-4592;3318;439
3268;2364;-4462
-238;-926;-1649
3983;2467;-502
3681;908;4127
-2871;4899;1976
444;1743;2143
-2679;-5048;4009
-2464;-2427;3111
-4348;3045;1825
-4377;3471;-308
-4156;3890;-3153
-4421;3981;4169
-1795;1632;2625
4995;2912;-4515
1038;-3714;4702
2333;-2966;-3786
-801;3328;-505
-1349;-2363;-350
2837;3269;-4962
-1499;-3512;1758
-73;-3059;1087
-4000;-1218;-3630
-3436;1841;195
4899;941;-1894
-1378;2589;4640
-240;-426;-615
2155;-1116;1017
132;-197;3649
-3708;2414;-3820
4984;1511;-885
4951;3603;-4496
-2473;-5079;4259
-787;-2338;2483
-135;-4638;-775
-4544;4209;4338
-2065;1552;3094
1623;-5065;-362
-4418;-967;1388
785;-992;-3109
-1196;-3505;104
-1707;4323;4506
-758;3745;-3062
1808;2356;2054
3269;2510;1554
-386;-808;-1775
1739;4875;-2490
-1992;-4019;4142
2132;-4374;494
-1005;-4103;-3598
3726;4560;187
262;1995;-4649
51;-2984;-2444
-3258;2543;5090
-2992;-675;4060
3772;3780;-1370
-2990;-325;1761
-3266;3209;3723
294;-2340;4645
-1886;4092;1589
457;4050;-37
3658;-4765;-2704
4329;1947;313
3381;4081;-966
5032;-2304;-3240
-3397;-3326;4857
-3277;2967;1862
3262;-1176;4763
-1663;-2268;2234
-3291;-3376;3758
4339;-1586;2861
-3085;3742;-2616
1506;-1698;-4277
3418;2844;84
-4564;558;3204
3462;4380;-3937
-4692;4548;3942
-1530;154;3999
245;-4830;-2066
-2106;-3547;-539
-2705;-4012;-1952
-4290;-3538;4553
-4305;282;2948
-2440;957;-457
-1293;2368;-1236
1873;-3112;-1105
47;1718;-1694
-2741;3658;3299
3793;-1851;258
-2593;-22;1096
2807;-501;1693
-1044;-2724;4887
-2210;-2170;-3412
532;-3760;-4828
-3344;4222;-178
417;-2558;3256
-3088;3855;-330
-2605;2062;2382
4475;4169;3839
3325;-1883;3014
-4662;-2927;-778
-92;1946;-1887
1268;1575;1859
-669;3779;3430
1486;-4890;-2572
-1401;-3862;2483
1716;1747;3200
-2322;-3367;291
3864;1261;432
-1750;1614;4072
-4950;625;2422
127;-1420;795
-875;-4253;1785
-1789;737;-2905
-1485;3943;1655
-2509;869;3288
-3581;3069;1545
-2486;2243;350
-2584;1683;1043
-3661;-3945;2871
-4870;4164;-5039
968;-2551;4050
1657;4707;-830
-3516;5087;-3773
-1055;1671;2919
-499;-1490;414
-1270;3624;1628
507;-2171;-3716
-44;-2645;2701
362;4255;-3072
-3143;3421;-1955
3773;-228;3830
3766;-1510;-2411
3896;-848;3445
-4330;3778;-408
2151;-392;-1047
-3486;-668;3758
-183;1936;3703
-66;4135;-788
3957;5067;3253
-1892;4608;-771
4751;2942;-3973
2889;1763;947
-1802;-5040;5020
-221;-4673;-4039
1332;-3808;-4245
-1713;-2108;-2253
843;-503;903
-2499;273;4952
-3936;-5067;4097
1152;5052;-1894
294;-3394;1115
719;4158;2271
-103;2827;2942
-2323;3282;-2536
441;3481;3878
-3798;5099;2627
-1120;-4596;3760
-3558;1850;4680
2855;-1527;3970
1409;3406;3916
-197;2458;821
-4404;-1430;1338
-3734;-3567;-1517
4022;4229;3940
1587;3010;-3665
-3493;3967;5034
568;-438;-1339
298;4218;3658
1716;53;-2405
4400;-1089;-3521
-2357;725;-3785
4606;3596;-4084
-4769;4910;326
-4597;3584;3768
-3486;2747;3072
165;5016;3234
-4398;-3091;1060
4939;3625;3185
-3268;-752;-2859
3939;4897;-1777
-623;-3087;-222
52;-2647;4155
5053;-205;2939
745;-3838;-2369
-3112;-2590;-1219
2833;5059;4784
3547;-3047;-1505
-1100;-176;2167
-3062;20;-3341
1020;2720;-3015
2827;4354;-4953
4790;3722;1678
3737;-830;-1776
849;-555;1161
809;537;3225
5052;-1651;-3933
-2790;-2;-5025
-3963;-3006;2624
3304;1321;986
2752;5080;209
-1709;1809;2736
-2827;1601;1225
4472;243;215
1787;208;596
977;-288;4085
-3073;-3327;1670
-1953;-2948;2070
4313;3423;4075
-1626;3778;-4708
4203;-2545;334
-2272;-4526;-834
-372;1955;2405
1637;1206;777
1181;2931;-3330
1830;3836;-4375
55;406;4857
991;-295;-2885
4887;-2129;626
3924;-1459;3155
-3693;2551;1975
3000;-747;2645
-3185;4475;-2997
2666;-2604;-1952
-4862;-1290;-153
-1529;-620;3454
3636;1537;-2617
4719;1735;1487
338;656;-2864
4995;-4572;443
3951;4972;3791
-160;4787;3543
2303;-2204;-3290
2929;2287;-4237
-2274;3568;-3167
-2940;2409;2754
-3975;3229;4897
-2140;1039;-3990
-56;-4954;2291
-2700;-3085;-4343
1462;-4412;2710
-3779;-872;-1449
3345;-1116;-96
-4839;-5079;2871
3891;4202;408
2165;2907;97
-2553;-2063;27
-4043;3203;-4963
1948;1586;-388
-1771;-4823;710
4010;-2545;-896
-741;2858;-849
835;-230;1608
-1481;4929;-2413
-1778;-1645;1569
3560;-4147;-387
-859;-2601;-1029
-1792;2807;4620
2928;-2946;-2641
2884;2261;-4369
-71;2753;1265
-1770;2774;3255
-2280;-4544;1998
-3203;-401;-4536
-2305;2470;-2213
2524;-121;2201
-846;2652;4913
1206;-3454;4816
619;3695;-2466
-2761;-5017;-493
4042;-3555;1078
-1974;4303;1639
-4553;-626;827
-3749;2963;-1446
-2238;4502;-3602
-2943;2689;4033
3750;876;-843
-1730;-4077;908
-2769;-2776;-3319
2839;243;3170
4004;4410;-984
4862;4588;1033
1836;-5067;-2377
1001;3744;-3349
-1287;3610;3521
-223;-1677;-1044
4854;-4666;-1035
-121;186;5043
3782;104;-2339
-2356;-1365;769
-4458;2527;-2241
2528;4823;1435
-1027;-3886;295
-4539;-4746;-4176
-4121;1406;3157
-3352;-916;-1541
3282;169;2432
-439;-2688;-2821
-2211;1685;-3056
2596;1548;4716
-2507;-53;-3381
4392;2647;-2656
1546;-3241;2121
-3088;-4531;3832
3171;2815;4700
653;-781;-2750
-2318;-2566;-5039
-4131;1999;-4246
-776;-4745;-2139
2092;-4244;2081
881;1358;-1265
-675;-4862;4526
-2508;-2258;2852
-2848;1672;2419
-761;-921;1865
3424;1012;-2009
3107;3707;-694
-4599;4333;-4979
-4989;-3170;1221
-4672;2034;-431
-4555;-4676;-1676
-1059;2638;-2446
1977;-2856;471
-2498;-3678;-1337
-2479;4412;-4779
-3223;1264;4011
2661;-3897;3334
960;2124;-4324
-1379;-2189;-3495
-215;2398;2997
1473;-548;4769
3720;2080;-2017
-2601;-1943;-4461
-1234;4537;5058
1848;547;-1153
-2044;-213;142
-129;329;3501
3966;-958;-601
-12;-951;3293
-2032;1920;-3125
-748;1442;4441
-2294;4810;-1393
-1859;1382;-3696
4677;3447;4793
-4593;-2996;3561
-428;1866;-1363
4716;272;-2107
-1963;-3805;-942
-3517;2530;-2388
-819;4085;1466
3004;4276;-4909
3761;-1893;1816
2699;4889;-3689
-252;1954;-1795
-1500;-4086;-517
-859;-2888;1904
2351;-1846;4571
-3543;-1177;2825
-3539;976;-1904
264;2504;1318
-600;-2121;4948
782;-3060;3481
2555;-3405;1296
1138;-2077;-1482
-320;2728;-1334
-912;2734;-2637
3584;-2504;3915
-69;271;-4467
2343;3221;-1998
-572;4614;2494
-3887;-607;3860
-1217;579;-1697
1218;-820;-4890
281;407;-4497
-3643;4594;-3963
910;-753;-441
2047;-4986;-3228
-3794;2292;-2819
2955;1695;1121
168;-4358;-1110
-4936;1318;632
-2534;-1968;1915
-2288;-4537;5003
-1387;-1891;2365
2977;1782;3970
-224;1425;-4847
5029;2578;-4996
-4246;-5043;-1142
-1603;2573;-1274
-1880;-1839;3085
-3627;5099;684
1512;2045;-157
-63;2619;-1906
-2026;138;4197
-2039;-491;2841
2174;2668;3304
-707;-4431;2803
1789;-1421;-3164
4178;-133;-614
2072;1130;-3175
-1632;-4188;287
1813;-1694;2089
2896;543;3931
-400;400;4470
-3182;-1414;-4719
-500;842;3287
-4088;4711;-4474
1826;-2989;2797
3886;-1877;-3589
4703;-2511;-417
-4068;-5098;4640
1873;2089;-4531
1091;4154;3052
-625;525;4088
-2750;-4023;-795
4655;-84;-1412
4528;3719;730
-3954;1282;1134
-708;3706;-5091
-2174;4959;1921
2226;-4640;-2734
4068;-489;-1553
-4667;4847;291
-4482;889;1928
-4087;-4000;-3285
-4251;-2465;4615
2712;-3068;2660
-2901;3956;1484
1635;-4058;-727
4054;2521;-721
2735;430;-2033
2693;-3879;3319
140;1376;-223
4999;4382;-3406
512;-4971;3004
-4638;-3730;-1690
-4123;4568;3137
-45;-21;4994
2920;-3753;1155
-3862;415;1642
4369;-3186;2230
4062;793;4118
3507;477;-1195
-428;643;-573
-1191;1918;-4219
-1775;2221;-253
1627;-3543;-274
3756;-682;754
-4742;-3930;3848
-2808;5049;-4267
-3343;-2724;4509
-2463;3564;4377
-3107;4853;-2680
3289;622;3738
3824;-4637;-858
-2430;3953;-2841
2678;3706;-4305
2015;-3072;57
1767;-2226;-4273
2632;1985;252
285;-396;3347
-3097;-1539;1071
-1605;796;-2141
2486;-4073;-4960
-1423;-598;-2724
4496;1021;-3706
-1956;-1777;-175
2070;1491;239
4846;-802;-2208
-1162;3055;2293
-1985;2879;-4833
-4509;1058;-257
-3641;5024;-2466
4311;-4648;3911
-3714;592;-805
-4847;-140;-1405
-348;-675;1045
-1511;3065;-737
-720;114;5092
-250;-3913;-4798
1375;-3694;-66
576;2331;4605
304;-3865;1191
3294;-1983;-2412
4496;4224;-1855
-3480;-1522;-4624
618;-3926;-2306
-344;-2828;3516
3091;3579;3600
2880;-3350;3228
-1563;-1247;1660
-4198;3873;621
3303;1844;4046
-4179;4524;4511
1773;4103;4141
1908;4985;1959
-3822;-3752;-4004
2404;-1084;-4486
1965;-2232;-291
151;1712;1259
989;-3784;1465
-395;-3061;4474
-1657;-4780;4318
2804;1044;4876
3909;252;4401
-4243;-4607;2757
-4735;-3296;-4203
-480;2716;-517
4362;2384;3858
3070;518;3270
474;2136;-4854
-4065;2929;1473
-4310;-751;775
-3611;3564;-3462
-2014;1729;4633
2176;571;-4377
-1546;-1152;-2838
1250;2265;2282
4423;-3623;2073
-2351;-159;1421
-2618;-323;562
3715;-1455;-1525
-3706;-3945;1277
-2532;3301;3920
-3132;-3524;4395
-2966;-1600;5058
-832;-1044;4888
1223;421;-3382
1889;-1381;3429
5031;-3520;1368
1465;-1208;-3681
4399;4084;3406
-2911;-4914;5053
-2469;1517;1595
-4954;-1504;4822
1949;5054;1430
659;1501;-2182
600;3894;-3176
-3719;-234;-1312
-1765;-2745;-3264
-150;4228;-1133
4323;-105;-2153
1555;-3737;-3351
715;-2456;1611
-1939;-4136;1133
4354;2732;-80
247;-2330;4299
337;2282;-3816
179;-892;-133
4162;-4998;326
-3188;-2336;2960
1170;-371;-2114
-3326;-3350;-3455
-3332;-3852;3064
-2693;-1690;-2017
4833;2464;531
1444;-1076;-821
-2292;-2611;1691
-4540;-2828;-99
-2834;3356;983
1254;4626;1505
876;1574;292
2393;-2912;4543
3348;2946;-85
2664;2990;768
-2927;-832;2879
958;2880;4997
3053;3057;1251
2068;4962;897
3386;2316;-4781
3531;-1390;4360
-2369;747;-643
370;-1182;3857
-1658;-2680;-596
-193;-2341;-2779
1927;341;-1384
3375;504;2383
3032;1978;-3777
3210;5017;4155
-2360;1025;-3788
-4173;-1649;-3827
-4212;1729;2422
171;2928;605
-821;-4131;3068
-540;-1838;-1396
3976;131;1356
3993;-2398;3024
3538;4308;-2045
1671;-1210;-3661
3965;2976;3409
-4390;-2360;-2795
-1160;-1521;-3198
3023;-1642;4291
2113;-2825;-389
4099;819;-3156
4687;5024;1752
999;-338;-3672
-1845;-701;3406
2181;4347;3701
-405;1164;-1437
1214;1230;4447
2507;2486;620
2244;-2227;-3317
-2104;4150;1778
836;-1346;4082
-3698;4920;-3381
1203;336;-1718
1594;1140;3121
1036;2616;-270
-2193;557;-4638
-3315;70;1028
5096;-191;4024
-644;-1676;3202
-4601;4996;-3872
-151;-751;1062
1933;-4267;4697
4298;-3537;4693
-4230;2995;-3672
-3303;-3424;-3179
-5035;-1888;1232
4826;1898;3537
4785;1198;3842
-3767;1500;-2440
-3210;-1029;2044
2648;-4663;-2358
-2813;230;-4451
-4907;-5041;-2063
2242;1978;2449
-4523;-2135;2945
1330;4558;4081
-5032;-2050;2437
1439;1660;169
4781;5094;2948
4746;-830;-3142
3368;3668;4039
-4048;-3366;1786
1366;-4475;2622
-1972;-5055;3974
1371;903;1917
4093;4042;-4977
5016;5053;4805
2433;-3409;4833
3740;-3215;-1360
-2092;-727;4231
-3729;689;-4005
-4765;4059;-497
2290;-4444;1249
-2029;955;-3067
5003;3504;2157
-681;4037;-2993
-818;-3022;-2487
3291;464;-2918
-3686;-4939;-5026
-1507;-1782;-3513
59;2375;-2978
2677;4962;332
3186;56;2190
3731;2152;2397
2632;-1321;-781
-4946;-4539;3904
-3812;-4661;-1043
4376;4612;-4662
1092;-1912;4577
4259;-70;3034
2773;2291;-1904
4043;5003;2370
2366;-1465;3853
4414;1103;1693
-2179;-1831;4325
1081;-718;-459
-2726;1580;-2638
3750;2649;613
-1291;1131;-1831
480;-320;-4655
3284;-3133;537
-406;-3415;-4650
3341;392;383
-1433;2015;-2391
4626;1125;1713
1279;1832;-4505
-1017;1221;-3407
-4157;3058;2184
535;-3560;-3462
3009;2477;-2036
-4403;699;-3636
2332;4095;-4353
1576;1991;178
-3198;-164;-3246
-2081;-1143;2837
-1144;-2878;2730
2372;418;-1835
3257;-3892;-1341
4761;4451;-2455
3396;4069;-379
5100;1920;1991
4961;-3870;-1118
2154;4223;-3276
4011;1203;-1935
-157;-4434;-2136
1565;-4265;-1630
-3727;3212;-4722
4429;3129;-1843
-3153;4051;3911
-949;3279;-704
-1119;-5094;257
2157;1739;4790
2682;2222;-1583
-3783;2142;-103
1230;431;-2630
580;3536;3916
-3973;-1758;1264
2346;-3949;4739
4375;3344;-3702
-1913;-3636;5028
2344;4807;4882
2854;2687;-4322
-3429;4736;1935
-3158;2374;2089
-1081;-4365;-4896
2395;4250;4555
-4133;3705;3036
-2327;-4701;4476
-425;2731;-3805
1233;-1159;617
-1097;2858;-3716
-1332;-400;-117
-277;-2529;381
900;193;514
-3254;-1906;1779
-3054;-1651;3576
4954;365;-3165
3903;-4910;452
-4925;-1067;-3213
-3983;3365;3901
3966;4307;-99
1313;49;-2813
3735;2328;2659
-3329;3628;936
2135;-881;2376
1197;-182;-1569
2989;-1146;2689
-2489;2926;952
-2638;-2571;798
74;-3438;4690
-3652;624;4717
1331;-718;997
-4612;1458;1138
-4908;-3403;3125
5085;-4110;-4637
-588;1462;-2963
3402;4557;-4875
-3473;4773;-3417
810;2066;2764
4110;3517;3377
3229;-1137;2742
-4028;3273;-1623
299;-301;736
-5066;3513;-2243
4507;-756;-802
2890;-62;-2685
-4954;4017;-660
4358;345;2647
4821;-830;-3634
4872;-2632;4381
-46;-2018;-2275
-798;40;2091
-940;-3039;3191
4409;-5092;-2252
-805;-4983;-3666
-1600;2327;-4935
2362;1354;2598
4092;219;-183
1898;-3423;396
4747;4336;-2328
2398;-1467;3383
1474;4706;397
-3826;-748;2911
-987;-754;1151
-4710;-4951;-2696
4632;225;2244
-4583;-2351;1312
3710;-183;-4571
3366;3709;3185
-2569;-34;-1672
3982;-1099;-952
3674;-4487;-1824
2141;4726;4521
3744;3637;-2560
-4715;443;3721
829;1922;5067
-2360;-4697;3569
1602;-2440;2157
3492;-2550;2833
-4133;192;-893
-4652;-2287;-4732
-2411;1462;3124
-1596;362;3024
-2905;-2620;3799
3097;3884;661
-4918;-3462;-4263
1856;1525;3791
1128;4582;-3822
-4204;-560;-802
-4116;-3317;3624
-4732;1828;494
1364;-4884;-2248
1999;4354;-1649
-3324;-715;3158
3241;-3214;2812
-1530;-1022;4855
-2812;-1259;-1989
-2292;-3378;1763
2543;4527;-308
3159;1284;4203
-2532;4344;-4973
1323;-302;2263
-3809;401;-1396
3232;-2066;-1185
1439;-1563;-4364
339;4986;-1437
108;-4315;315
-2912;-4137;-4480
-4120;501;4047
-4888;4528;-2884
3497;-1816;-1515
1085;5088;2714
-115;4572;-4386
-4842;975;2667
-4053;-3151;3115
-1354;5015;-2947
-900;-1662;-2365
-3661;383;-2497
3396;4513;4880
-3696;3632;-904
-2701;1192;2892
2545;-1112;3169
-5066;560;-3381
2628;-3494;1104
2858;4366;-641
-2583;994;-1240
2568;2094;344
3220;2738;4022
1744;1725;4650
-3206;-3633;-4856
-4948;316;-1369
60;3670;-2468
-1246;927;-1180
1469;2231;-978
-3324;3634;1435
3764;-1239;-1597
-466;1491;4387
2631;-3285;-1186
-4673;-4610;1264
4741;-1195;2771
3706;-695;4901
1375;-4675;-313
-1530;1154;1659
1130;-2214;-4292
-3376;388;1650
2448;-5006;-976
2953;825;-2481
199;2156;-3422
-966;4431;-28
3313;108;4032
-3125;-901;2823
1609;-4714;1286
1572;704;-1793
-4762;-2017;-3724
1592;-1952;-1119
729;-2334;3494
-3885;-3824;-2640
-4961;3824;-1908
2814;-2874;-2612
-4010;4864;1242
4430;-3330;-4030
-944;-1462;-4047
4558;-1135;-3674
-235;-71;1482
1761;-1328;-3896
-4996;-4994;4758
1;-4381;-1440
235;-926;-2049
-3658;742;-1079
-1331;-3052;3443
-2693;4617;2628
-2164;3535;-1258
-1465;1688;-3466
2500;4657;4643
3486;-2568;248
-2372;-2639;865
3242;2935;4725
2716;-1706;-4093
-3143;628;-2125
3235;1678;-2236
1524;92;4010
2339;-3074;-2875
2521;-2728;2875
2237;1939;3330
1951;2106;-913
1947;824;2971
-3490;1130;3411
-2540;-1440;-2258
-1217;1383;-3220
-1432;-70;-4535
-4828;598;-172
-2307;673;-3759
-3363;-3599;731
-985;-3669;-2539
5036;2700;2553
-4206;-3600;386
3400;-990;-2916
584;-1405;4608
-872;-545;4040
-3390;4427;1499
-1279;4649;-1622
-2729;-1206;2045
-1995;-4669;-632
3757;3811;-3432
4248;-717;2593
2485;3027;1609
3474;3247;-1252
4457;298;1809
1762;-181;1051
5033;1341;-2111
2637;443;1958
1821;-4438;-4141
-1970;-3678;4028
-270;3877;-4703
-468;-5002;-2226
3247;-3501;-1478
406;-4214;-1995
1936;-1458;2703
-3562;-4486;2814
-1855;-3678;4018
2935;1230;-385
2299;2332;-3414
2741;4647;5088
-3349;-1322;-1310
1845;4315;317
2193;-3923;-271
-2009;-2780;-3453
-1336;-1300;-2371
3294;-2285;291
-2953;-1708;4334
4089;4574;4071
-328;-3524;-3959
2655;-4559;45
-1104;3883;3224
-3250;377;1126
4438;931;4610
1270;4978;2226
1475;4158;-2040
3292;-799;-106
-870;348;-337
111;2770;1284
306;-3686;-1920
3535;435;2518
1202;-4386;2864
1673;-4119;505
4745;-3358;4463
-2199;3513;1672
-24;3148;-3418
1042;1325;1034
91;-3991;-2602
-3897;2951;-996
3212;2461;-4880
4581;-229;4100
1066;-1702;-4897
-3916;-1984;-4939
2566;2252;4537
-557;112;2723
-2900;310;2052
1409;-4112;3611
3603;-1506;53
-4073;4106;-2004
2537;83;2038
2769;-1369;559
-3102;2787;3365
2891;-2066;-561
-348;-4941;-171
-3439;4608;1850
553;1791;-1494
630;1167;-1642
4629;-3030;5007
106;-421;3072
3653;390;-384
3521;-202;1098
767;-4176;-844
-4186;1648;-447
5000;-3706;2483
4070;-3872;3856
-822;-627;1405
-3542;1000;3568
2308;3572;4652
1151;2727;4185
568;590;-4317
1308;-2984;1495
3855;-1535;3537
-4015;527;3001
2652;2769;-2807
-4267;-3708;852
-3598;-900;3644
1450;-2672;-4642
4511;-2834;-671
-2564;-309;-2131
-1715;781;-1997
2336;-3724;1253
617;3526;-3968
4390;-1765;763
-1501;-3274;-3408
4515;1553;5023
3923;4106;-1856
4331;1566;4153
7;1690;-1391
-1092;3943;-3420
1130;-2214;4303
-1581;-2726;-3152
-1289;1168;52
-471;-731;-3529
2152;834;-3890
815;-3389;-1262
-2251;3721;-4082
-417;-2167;-2261
-3917;-519;-2097
-2411;3841;-3713
2390;-4791;1929
4297;3192;861
132;-4800;2245
-4160;-399;350
-4098;3540;-543
2695;-635;-4199
2796;-4841;71
-1047;5074;1128
-5047;874;-2168
341;610;-4927
2353;501;1066
4640;-2892;-1695
4406;-2848;2534
2711;1837;-69
4297;3534;1301
-2228;-2847;-4918
2097;4973;-1669
3617;833;2601
4211;452;3289
-1441;-1147;-4723
223;-4105;4837
3771;34;-585
-976;-1718;-3505
3810;-2852;-151
-5045;-2250;-2788
2755;3133;-1049
2213;-740;2675
4725;-817;3527
-1553;-370;1850
4061;-2812;-719
-356;1225;-4420
-1840;-4017;-4370
-2823;288;4102
-1202;-246;2334
1407;-2306;3692
-1161;3031;1012
-2125;4123;-3976
-3291;617;3541
-3201;-4441;3019
4188;-4190;2163
-4350;1978;-352
1929;107;850
161;2165;-4967
5076;4141;3719
3756;-4977;-1501
3907;2585;4737
-1073;1836;-1551
1106;3347;2727
870;-856;4198
-69;-1646;-3488
-419;1572;2733
-836;2893;2155
1815;-4997;-1517
-3329;4954;-1977
-1675;3873;4358
1873;3216;884
-4548;2581;-730
2041;1949;1861
3155;744;418
1098;4248;4097
2485;1318;1707
1054;4784;537
-1505;230;-3157
-252;1065;5092
5046;-4389;1931
5011;-2400;-2177
820;-2326;-721
-3455;2758;105
-3216;4457;-4088
-4675;2812;2686
-4615;-2703;1693
-3545;-3828;-4350
3598;261;3280
-4790;-3283;-3248
4942;-4649;-1715
-3629;-593;4831
-4480;1799;2719
2028;-501;4471
-3656;2849;48
1232;-4958;3393
-1533;3635;-2116
-1288;-3093;575
-2562;-658;-2922
-1574;830;1761
-4660;4295;3984
-1527;2980;-4386
4026;-3944;-3863
-2912;-1755;-4864
2395;-2484;-4891
357;2610;1421
-196;-3431;-228
-3408;-2016;-3966
-3103;-3057;2976
-3717;2313;-3064
4933;1533;-4982
3653;-724;4010
-1628;3525;2602
-2378;4093;-2228
2624;-4865;-3668
2631;3555;242
-5021;-284;4471
4538;-4374;1987
4555;298;-935
-2786;-1150;-1138
-4352;-3794;1463
-3916;4346;-2566
-1150;1790;-4673
3553;-1859;-2349
2445;-4203;-4186
-4979;2824;-686
4224;-1416;-4408
-2485;2375;14
4386;3714;-3136
4706;635;-4170
2146;-3653;2721
-187;4539;1639
-3408;3491;-4372
-2149;3299;-3971
